pid,name
cedric_yarbrough,Cedric Yarbrough
mia_sara,Mia Sara
ron_silver,Ron Silver
james_cameron,James Cameron
jamie_lee_curtis,Jamie Lee Curtis
luis_mandoki,Luis Mandoki
mike_nichols,Mike Nichols
jack_nicholson,Jack Nicholson
chris_rock,Chris Rock
matthew_marsh,Matthew Marsh
jefery_levy,Jefery Levy
reese_witherspoon,Reese Witherspoon
jake_busey,Jake Busey
daryl_sabara,Daryl Sabara
spencer_locke,Spencer Locke
russ_meyer,Russ Meyer
tura_satana,Tura Satana
haji,Haji
lori_williams,Lori Williams
doug_mchenry,Doug McHenry
jada_pinkett_smith,Jada Pinkett Smith
bokeem_woodbine,Bokeem Woodbine
steven_e_de_souza,Steven E. de Souza
raul_julia,Raul Julia
ming_na_wen,Ming-Na Wen
michael_corrente,Michael Corrente
nicholas_turturro,Nicholas Turturro
anthony_desando,Anthony DeSando
libby_langdon,Libby Langdon
j_rgen_prochnow,Jürgen Prochnow
julie_carmen,Julie Carmen
john_g_avildsen,John G. Avildsen
luke_perry,Luke Perry
james_rebhorn,James Rebhorn
jeff_pollack,Jeff Pollack
duane_martin,Duane Martin
tupac_shakur,Tupac Shakur
anjelica_huston,Anjelica Huston
michael_lehmann,Michael Lehmann
brendan_fraser,Brendan Fraser
emilio_estevez,Emilio Estevez
jonathan_kaplan,Jonathan Kaplan
madeleine_stowe,Madeleine Stowe
whit_stillman,Whit Stillman
taylor_nichols,Taylor Nichols
chris_eigeman,Chris Eigeman
tushka_bergen,Tushka Bergen
sam_witwer,Sam Witwer
meaghan_rath,Meaghan Rath
sam_huntington,Sam Huntington
john_landis,John Landis
jon_tenney,Jon Tenney
joey_travolta,Joey Travolta
caroline_thompson,Caroline Thompson
docs_keepin_time,Docs Keepin Time
james_remar,James Remar
stephen_hopkins,Stephen Hopkins
suzy_amis,Suzy Amis
mary_mcdonnell,Mary McDonnell
j_t_walsh,J.T. Walsh
tony_richardson,Tony Richardson
abel_ferrara,Abel Ferrara
gabrielle_anwar,Gabrielle Anwar
meg_tilly,Meg Tilly
terry_kinney,Terry Kinney
jennifer_lynch,Jennifer Lynch
sherilyn_fenn,Sherilyn Fenn
adam_resnick,Adam Resnick
chris_elliott,Chris Elliott
ritch_brinkley,Ritch Brinkley
james_gammon,James Gammon
john_whitesell,John Whitesell
jason_priestley,Jason Priestley
gabriel_olds,Gabriel Olds
jerry_o_connell,Jerry O'Connell
brian_de_palma,Brian De Palma
penelope_ann_miller,Penelope Ann Miller
paul_weiland,Paul Weiland
jack_palance,Jack Palance
bertrand_tavernier,Bertrand Tavernier
philippe_noiret,Philippe Noiret
st_phane_audran,Stéphane Audran
john_lithgow,John Lithgow
michael_rooker,Michael Rooker
steve_barron,Steve Barron
jane_curtin,Jane Curtin
robert_knott,Robert Knott
richard_rush,Richard Rush
jane_march,Jane March
rub_n_blades,Rubén Blades
michael_ritchie,Michael Ritchie
chevy_chase,Chevy Chase
jason_london,Jason London
wiley_wiggins,Wiley Wiggins
matthew_mcconaughey,Matthew McConaughey
marco_brambilla,Marco Brambilla
lorraine_bracco,Lorraine Bracco
pat_morita,Pat Morita
carl_reiner,Carl Reiner
kate_nelligan,Kate Nelligan
ronny_yu,Ronny Yu
jet_li,Jet Li
li_sun,Li Sun
yong_dong,Yong Dong
larry_b_scott,Larry B. Scott
mark_christopher_lawrence,Mark Christopher Lawrence
alek_keshishian,Alek Keshishian
moira_kelly,Moira Kelly
sarah_hay,Sarah Hay
ben_daniels,Ben Daniels
emily_tyra,Emily Tyra
john_irvin,John Irvin
joan_plowright,Joan Plowright
anthony_higgins,Anthony Higgins
simon_wincer,Simon Wincer
mimi_cave,Mimi Cave
daisy_edgar_jones,Daisy Edgar-Jones
sebastian_stan,Sebastian Stan
jojo_t_gibbs,Jojo T. Gibbs
lucy_blakstad,Lucy Blakstad
carlos_ghosn,Carlos Ghosn
louis_schweitzer,Louis Schweitzer
cl_ment_lacombe,Clément Lacombe
walter_hill,Walter Hill
jason_patric,Jason Patric
to_o_leal,Toño Leal
jeriko_lim,Jeriko Lim
michael_a_lucio,Michael A. Lucio
zachary_de_silva,Zachary De Silva
ted_danson,Ted Danson
rose_troche,Rose Troche
v_s_brodie,V.S. Brodie
guinevere_turner,Guinevere Turner
t_wendy_mcmillan,T. Wendy McMillan
jim_abrahams,Jim Abrahams
charlie_sheen,Charlie Sheen
lloyd_bridges,Lloyd Bridges
valeria_golino,Valeria Golino
julianna_lavin,Julianna Lavin
kim_cattrall,Kim Cattrall
cynthia_stevenson,Cynthia Stevenson
eric_meza,Eric Meza
christopher_reid,Christopher Reid
christopher_martin,Christopher Martin
david_edwards,David Edwards
james_l_brooks,James L. Brooks
albert_brooks,Albert Brooks
whittni_wright,Whittni Wright
daniel_petrie_jr,Daniel Petrie Jr.
andy_dick,Andy Dick
clint_eastwood,Clint Eastwood
jim_sheridan,Jim Sheridan
daniel_day_lewis,Daniel Day-Lewis
pete_postlethwaite,Pete Postlethwaite
alison_crosbie,Alison Crosbie
jerry_beck,Jerry Beck
leslie_cabarga,Leslie Cabarga
harvey_deneroff,Harvey Deneroff
paul_dini,Paul Dini
brian_gibson,Brian Gibson
ra_ven_kelly,RaéVen Kelly
victoria_abril,Victoria Abril
cuba_gooding_jr,Cuba Gooding Jr.
steven_spielberg,Steven Spielberg
laura_dern,Laura Dern
dominic_sena,Dominic Sena
kathy_larson,Kathy Larson
roger_avary,Roger Avary
martin_raymond,Martin Raymond
daniel_petrie,Daniel Petrie
helen_slater,Helen Slater
tom_guiry,Tom Guiry
f_murray_abraham,F. Murray Abraham
art_carney,Art Carney
james_lapine,James Lapine
christina_vidal,Christina Vidal
nathan_lane,Nathan Lane
paul_hogan,Paul Hogan
beverly_d_angelo,Beverly D'Angelo
david_cronenberg,David Cronenberg
john_lone,John Lone
barbara_sukowa,Barbara Sukowa
alec_baldwin,Alec Baldwin
jerry_adler,Jerry Adler
tyrin_turner,Tyrin Turner
june_kyoto_lu,June Kyoto Lu
stuart_baird,Stuart Baird
tom_noonan,Tom Noonan
karen_sillas,Karen Sillas
anthony_minghella,Anthony Minghella
annabella_sciorra,Annabella Sciorra
mike_leigh,Mike Leigh
lesley_sharp,Lesley Sharp
katrin_cartlidge,Katrin Cartlidge
john_erick_dowdle,John Erick Dowdle
lake_bell,Lake Bell
rob_reiner,Rob Reiner
elijah_wood,Elijah Wood
sally_potter,Sally Potter
tilda_swinton,Tilda Swinton
billy_zane,Billy Zane
quentin_crisp,Quentin Crisp
jean_pierre_giagnoli,Jean-Pierre Giagnoli
jonathan_demme,Jonathan Demme
roberta_maxwell,Roberta Maxwell
rebecca_tansley,Rebecca Tansley
janet_jackson,Janet Jackson
regina_king,Regina King
mel_smith,Mel Smith
brian_benben,Brian Benben
ned_beatty,Ned Beatty
meg_staahl,Meg Staahl
kazuo_ishiguro,Kazuo Ishiguro
ismail_merchant,Ismail Merchant
john_calley,John Calley
penny_marshall,Penny Marshall
gregory_hines,Gregory Hines
philip_kaufman,Philip Kaufman
fred_dekker,Fred Dekker
robert_john_burke,Robert John Burke
nancy_allen,Nancy Allen
mario_machado,Mario Machado
cary_elwes,Cary Elwes
richard_lewis,Richard Lewis
roger_rees,Roger Rees
peter_medak,Peter Medak
lena_olin,Lena Olin
wallace_wood,Wallace Wood
geoffrey_wright,Geoffrey Wright
daniel_pollock,Daniel Pollock
jacqueline_mckenzie,Jacqueline McKenzie
victor_nunez,Victor Nunez
ashley_judd,Ashley Judd
todd_field,Todd Field
bentley_mitchum,Bentley Mitchum
david_anspaugh,David Anspaugh
sean_astin,Sean Astin
jon_favreau,Jon Favreau
adrian_petriw,Adrian Petriw
hannah_rochelle_burr,Hannah Rochelle Burr
wilfred_hogan,Wilfred Hogan
steven_zaillian,Steven Zaillian
max_pomeranc,Max Pomeranc
john_waters,John Waters
kathleen_turner,Kathleen Turner
sam_waterston,Sam Waterston
ricki_lake,Ricki Lake
peter_levin,Peter Levin
peter_strauss,Peter Strauss
lindsay_frost,Lindsay Frost
richard_attenborough,Richard Attenborough
julian_fellowes,Julian Fellowes
robert_altman,Robert Altman
john_duigan,John Duigan
tara_fitzgerald,Tara Fitzgerald
stockard_channing,Stockard Channing
ross_malinger,Ross Malinger
william_baldwin,William Baldwin
tom_berenger,Tom Berenger
rutger_hauer,Rutger Hauer
steve_rash,Steve Rash
carla_gugino,Carla Gugino
lane_smith,Lane Smith
thomas_schlamme,Thomas Schlamme
mike_myers,Mike Myers
anthony_lapaglia,Anthony LaPaglia
rowdy_herrington,Rowdy Herrington
dennis_farina,Dennis Farina
annabel_jankel_rocky_morton,"Annabel Jankel, Rocky Morton"
ernest_r_dickerson,Ernest R. Dickerson
charles_s_dutton,Charles S. Dutton
deran_sarafian,Deran Sarafian
nastassja_kinski,Nastassja Kinski
james_gandolfini,James Gandolfini
fran_ois_girard,François Girard
colm_feore,Colm Feore
derek_keurvorst,Derek Keurvorst
katya_ladan,Katya Ladan
andrew_fleming,Andrew Fleming
josh_charles,Josh Charles
george_p_cosmatos,George P. Cosmatos
sam_elliott,Sam Elliott
todd_solondz,Todd Solondz
heather_matarazzo,Heather Matarazzo
christina_brucato,Christina Brucato
victoria_davis,Victoria Davis
claude_berri,Claude Berri
renaud,Renaud
g_rard_depardieu,Gérard Depardieu
miou_miou,Miou-Miou
erika_eleniak,Erika Eleniak
william_mcnamara,William McNamara
pedro_almod_var,Pedro Almodóvar
peter_coyote,Peter Coyote
ver_nica_forqu,Verónica Forqué
gurinder_chadha,Gurinder Chadha
kim_vithana,Kim Vithana
jimmi_harkishin,Jimmi Harkishin
sarita_khajuria,Sarita Khajuria
andrew_scheinman,Andrew Scheinman
luke_edwards,Luke Edwards
timothy_busfield,Timothy Busfield
john_ashton,John Ashton
jeremy_davies,Jeremy Davies
alberta_watson,Alberta Watson
benjamin_hendrickson,Benjamin Hendrickson
george_spanky_mcfarland,George 'Spanky' McFarland
george_miller,George Miller
keith_carradine,Keith Carradine
chelsea_field,Chelsea Field
michael_austin,Michael Austin
phoebe_cates,Phoebe Cates
jim_broadbent,Jim Broadbent
wendy_hughes,Wendy Hughes
ron_clements_john_musker,"Ron Clements, John Musker"
scott_weinger,Scott Weinger
linda_larkin,Linda Larkin
linda_hamilton,Linda Hamilton
graham_greene,Graham Greene
michael_keaton,Michael Keaton
kim_basinger,Kim Basinger
william_cottrell_david_hand_wilfred_jackson,"William Cottrell, David Hand, Wilfred Jackson"
adriana_caselotti,Adriana Caselotti
harry_stockwell,Harry Stockwell
lucille_la_verne,Lucille La Verne
gary_trousdale_kirk_wise,"Gary Trousdale, Kirk Wise"
paige_o_hara,Paige O'Hara
robby_benson,Robby Benson
jesse_corti,Jesse Corti
norman_ferguson_t_hee_wilfred_jackson,"Norman Ferguson, T. Hee, Wilfred Jackson"
dickie_jones,Dickie Jones
christian_rub,Christian Rub
mel_blanc,Mel Blanc
c_m_talkington,C.M. Talkington
gil_bellows,Gil Bellows
ren_e_zellweger,Renée Zellweger
rory_cochrane,Rory Cochrane
mae_whitman,Mae Whitman
bill_condon,Bill Condon
tony_todd,Tony Todd
kelly_rowan,Kelly Rowan
caroline_barclay,Caroline Barclay
joel_coen_ethan_coen,"Joel Coen, Ethan Coen"
william_h_macy,William H. Macy
david_r_ellis,David R. Ellis
ralph_waite,Ralph Waite
gerald_potterton_john_bruno_john_halas,"Gerald Potterton, John Bruno, John Halas"
richard_romanus,Richard Romanus
joe_flaherty,Joe Flaherty
kevin_yagher,Kevin Yagher
bruce_ramsay,Bruce Ramsay
valentina_vargas,Valentina Vargas
doug_bradley,Doug Bradley
cary_joji_fukunaga,Cary Joji Fukunaga
mia_wasikowska,Mia Wasikowska
michael_fassbender,Michael Fassbender
jamie_bell,Jamie Bell
fernando_trueba,Fernando Trueba
daryl_hannah,Daryl Hannah
bill_couturi,Bill Couturié
matt_leblanc,Matt LeBlanc
jayne_brook,Jayne Brook
gene_ross,Gene Ross
lars_bergstr_m_mats_bigert,"Lars Bergström, Mats Bigert"
brian_price,Brian Price
mimi_martin,Mimi Martin
sakae_menda,Sakae Menda
gregory_hoblit,Gregory Hoblit
edward_norton,Edward Norton
larry_leker_paul_sabella,"Larry Leker, Paul Sabella"
sheena_easton,Sheena Easton
dom_deluise,Dom DeLuise
hal_salwen,Hal Salwen
tim_daly,Tim Daly
caroleen_feeney,Caroleen Feeney
dan_gunther,Dan Gunther
jonathan_r_betuel,Jonathan R. Betuel
armin_mueller_stahl,Armin Mueller-Stahl
juliet_landau,Juliet Landau
todd_verow,Todd Verow
michael_gunther,Michael Gunther
craig_chester,Craig Chester
michael_stock,Michael Stock
jonathan_lynn,Jonathan Lynn
theresa_randle,Theresa Randle
isaiah_washington,Isaiah Washington
henri_georges_clouzot,Henri-Georges Clouzot
simone_signoret,Simone Signoret
v_ra_clouzot,Véra Clouzot
paul_meurisse,Paul Meurisse
anne_mond,Anne Émond
myl_ne_mackay,Mylène Mackay
milya_corbeil_gauvreau,Milya Corbeil Gauvreau
micka_l_gouin,Mickaël Gouin
lou_diamond_phillips,Lou Diamond Phillips
brad_bird,Brad Bird
tom_cruise,Tom Cruise
jeremy_renner,Jeremy Renner
simon_pegg,Simon Pegg
pen_densham,Pen Densham
rob_cohen,Rob Cohen
henry_selick,Henry Selick
paul_terry,Paul Terry
joanna_lumley,Joanna Lumley
james_foley,James Foley
mark_wahlberg,Mark Wahlberg
william_petersen,William Petersen
dave_foley,Dave Foley
bruce_mcculloch,Bruce McCulloch
kevin_mcdonald,Kevin McDonald
emir_kusturica,Emir Kusturica
predrag_miki_manojlovic,Predrag 'Miki' Manojlovic
lazar_ristovski,Lazar Ristovski
mirjana_jokovic,Mirjana Jokovic
jim_mallon,Jim Mallon
trace_beaulieu,Trace Beaulieu
michael_j_nelson,Michael J. Nelson
joe_pytka,Joe Pytka
michael_jordan,Michael Jordan
wayne_knight,Wayne Knight
roger_vadim,Roger Vadim
jane_fonda,Jane Fonda
john_phillip_law,John Phillip Law
anita_pallenberg,Anita Pallenberg
george_hickenlooper,George Hickenlooper
billy_bob_thornton,Billy Bob Thornton
molly_ringwald,Molly Ringwald
randal_kleiser,Randal Kleiser
eric_roberts,Eric Roberts
margaret_cho,Margaret Cho
danny_glover,Danny Glover
shirley_maclaine,Shirley MacLaine
norberto_barba,Norberto Barba
mario_van_peebles,Mario Van Peebles
william_sadler,William Sadler
barry_corbin,Barry Corbin
lisagay_hamilton,LisaGay Hamilton
steven_baigelman,Steven Baigelman
cameron_diaz,Cameron Diaz
zalman_king,Zalman King
audie_england,Audie England
costas_mandylor,Costas Mandylor
eric_da_silva,Eric da Silva
patrick_read_johnson,Patrick Read Johnson
charlie_talbert,Charlie Talbert
george_c_scott,George C. Scott
mischa_kamp,Mischa Kamp
gijs_blom,Gijs Blom
ko_zandvliet,Ko Zandvliet
jonas_smulders,Jonas Smulders
vincent_tong,Vincent Tong
sabrina_pitre,Sabrina Pitre
jason_simpson,Jason Simpson
steve_gomer,Steve Gomer
fredro_starr,Fredro Starr
carol_kane,Carol Kane
jennifer_connelly,Jennifer Connelly
ben_chaplin,Ben Chaplin
nick_deocampo,Nick Deocampo
reynaldo_villarma,Reynaldo Villarma
paul_alantis,Paul Alantis
tony_lvarez,Tony Álvarez
tom_decerchio,Tom DeCerchio
alan_shapiro,Alan Shapiro
jonathan_banks,Jonathan Banks
jim_jarmusch,Jim Jarmusch
gary_farmer,Gary Farmer
crispin_glover,Crispin Glover
zack_duhame,Zack Duhame
ian_mcculloch,Ian McCulloch
george_demas,George Demas
nina_hellman,Nina Hellman
annie_parisse,Annie Parisse
jeff_smith,Jeff Smith
bruce_beresford,Bruce Beresford
randy_quaid,Randy Quaid
eileen_atkins,Eileen Atkins
kate_beckinsale,Kate Beckinsale
sheila_burrell,Sheila Burrell
phil_joanou,Phil Joanou
bill_murray,Bill Murray
leem_lubany,Leem Lubany
zooey_deschanel,Zooey Deschanel
helen_hunt,Helen Hunt
jami_gertz,Jami Gertz
david_hogan,David Hogan
pamela_anderson,Pamela Anderson
amir_aboulela,Amir AboulEla
adriana_alexander,Adriana Alexander
tom_holland,Tom Holland
lucinda_jenney,Lucinda Jenney
rick_friedberg,Rick Friedberg
nicollette_sheridan,Nicollette Sheridan
charles_durning,Charles Durning
richard_schenkman,Richard Schenkman
roberta_bayley,Roberta Bayley
john_holmstrom,John Holmstrom
billy_idol,Billy Idol
stanley_kubrick,Stanley Kubrick
peter_sellers,Peter Sellers
sterling_hayden,Sterling Hayden
freida_lee_mock,Freida Lee Mock
maya_lin,Maya Lin
joseph_vilsmaier,Joseph Vilsmaier
dominique_horwitz,Dominique Horwitz
thomas_kretschmann,Thomas Kretschmann
jochen_nickel,Jochen Nickel
byung_chun_min,Byung-chun Min
choi_min_soo,Choi Min-soo
jung_woo_sung,Jung Woo-sung
sol_kyung_gu,Sol Kyung-gu
burt_reynolds,Burt Reynolds
james_mangold,James Mangold
pruitt_taylor_vince,Pruitt Taylor Vince
liv_tyler,Liv Tyler
shelley_winters,Shelley Winters
francis_ford_coppola,Francis Ford Coppola
diane_lane,Diane Lane
brian_kerwin,Brian Kerwin
mary_harron,Mary Harron
lili_taylor,Lili Taylor
jared_harris,Jared Harris
martha_plimpton,Martha Plimpton
djibril_diop_mamb_ty,Djibril Diop Mambéty
magaye_niang,Magaye Niang
myriam_niang,Myriam Niang
christoph_colomb,Christoph Colomb
federico_fellini_louis_malle_roger_vadim,"Federico Fellini, Louis Malle, Roger Vadim"
brigitte_bardot,Brigitte Bardot
alain_delon,Alain Delon
ewen_bremner,Ewen Bremner
scott_winant,Scott Winant
john_plumpis,John Plumpis
carlo_cecchi,Carlo Cecchi
carolina_bradilli,Carolina Bradilli
sue_bird,Sue Bird
lebron_james,LeBron James
bobby_farrelly_peter_farrelly,"Bobby Farrelly, Peter Farrelly"
chuck_russell,Chuck Russell
vanessa_williams,Vanessa Williams
james_caan,James Caan
alexandre_rockwell,Alexandre Rockwell
anthony_quinn,Anthony Quinn
amy_brenneman,Amy Brenneman
viggo_mortensen,Viggo Mortensen
john_sayles,John Sayles
chris_cooper,Chris Cooper
elizabeth_pe_a,Elizabeth Peña
stephen_mendillo,Stephen Mendillo
bronwen_hughes,Bronwen Hughes
michelle_trachtenberg,Michelle Trachtenberg
gregory_smith,Gregory Smith
kyra_sedgwick,Kyra Sedgwick
nicole_holofcener,Nicole Holofcener
anne_heche,Anne Heche
amy_braverman,Amy Braverman
edward_burns,Edward Burns
jennifer_aniston,Jennifer Aniston
john_mahoney,John Mahoney
giovani_barros,Giovani Barros
leandro_faria_lelo,Leandro Faria Lelo
tero_queiroz,Tero Queiroz
philipe_faria,Philipe Faria
dennis_franz,Dennis Franz
sean_nelson,Sean Nelson
fraser_c_heston,Fraser C. Heston
thora_birch,Thora Birch
vincent_kartheiser,Vincent Kartheiser
dirk_benedict,Dirk Benedict
kevin_hooks,Kevin Hooks
will_patton,Will Patton
paul_michael_glaser,Paul Michael Glaser
shaquille_o_neal,Shaquille O'Neal
ally_walker,Ally Walker
howard_franklin,Howard Franklin
peter_sehr,Peter Sehr
andr_eisermann,André Eisermann
udo_samel,Udo Samel
jeremy_clyde,Jeremy Clyde
john_payson,John Payson
megan_ward,Megan Ward
billy_west,Billy West
hart_bochner,Hart Bochner
jon_lovitz,Jon Lovitz
tia_carrere,Tia Carrere
louise_fletcher,Louise Fletcher
annette_haywood_carter,Annette Haywood-Carter
hedy_burress,Hedy Burress
jenny_lewis,Jenny Lewis
rachel_weisz,Rachel Weisz
mara_wilson,Mara Wilson
douglas_mcgrath,Douglas McGrath
james_cosmo,James Cosmo
harry_winer,Harry Winer
kevin_pollak,Kevin Pollak
kyle_howard,Kyle Howard
stacy_keach,Stacy Keach
julian_schnabel,Julian Schnabel
jeffrey_wright,Jeffrey Wright
michael_wincott,Michael Wincott
benicio_del_toro,Benicio Del Toro
don_johnson,Don Johnson
hriday_shetty,Hriday Shetty
mehmood_akhtar,Mehmood Akhtar
nafisa_ali,Nafisa Ali
amrita_arora,Amrita Arora
lana_wachowski_lilly_wachowski,"Lana Wachowski, Lilly Wachowski"
joe_pantoliano,Joe Pantoliano
arthur_hiller,Arthur Hiller
david_paymer,David Paymer
miranda_richardson,Miranda Richardson
christopher_cain,Christopher Cain
rosanna_arquette,Rosanna Arquette
john_c_mcginley,John C. McGinley
david_mickey_evans,David Mickey Evans
brock_pierce,Brock Pierce
blake_boyd,Blake Boyd
haley_joel_osment,Haley Joel Osment
roy_allen_smith,Roy Allen Smith
scott_mcafee,Scott McAfee
candace_hutson,Candace Hutson
heather_hogan,Heather Hogan
jeff_bennett,Jeff Bennett
trevor_nunn,Trevor Nunn
helena_bonham_carter,Helena Bonham Carter
imogen_stubbs,Imogen Stubbs
keith_gordon,Keith Gordon
tony_robinow,Tony Robinow
sam_wood,Sam Wood
gary_cooper,Gary Cooper
ingrid_bergman,Ingrid Bergman
akim_tamiroff,Akim Tamiroff
stanley_donen_gene_kelly,"Stanley Donen, Gene Kelly"
gene_kelly,Gene Kelly
donald_o_connor,Donald O'Connor
debbie_reynolds,Debbie Reynolds
stanley_donen,Stanley Donen
fred_astaire,Fred Astaire
kay_thompson,Kay Thompson
blake_edwards,Blake Edwards
george_peppard,George Peppard
patricia_neal,Patricia Neal
alfred_hitchcock,Alfred Hitchcock
james_stewart,James Stewart
kim_novak,Kim Novak
barbara_bel_geddes,Barbara Bel Geddes
grace_kelly,Grace Kelly
wendell_corey,Wendell Corey
frank_capra,Frank Capra
clark_gable,Clark Gable
claudette_colbert,Claudette Colbert
walter_connolly,Walter Connolly
george_cukor,George Cukor
joseph_cotten,Joseph Cotten
cary_grant,Cary Grant
eva_marie_saint,Eva Marie Saint
james_mason,James Mason
steve_jambeck,Steve Jambeck
phil_e_eichinger,Phil E. Eichinger
georgia_kate_haege,Georgia Kate Haege
whitney_kimball_long,Whitney Kimball Long
taso_makedon,Taso Makedon
marilyn_monroe,Marilyn Monroe
tony_curtis,Tony Curtis
michael_curtiz,Michael Curtiz
paul_henreid,Paul Henreid
rex_harrison,Rex Harrison
stanley_holloway,Stanley Holloway
william_wyler,William Wyler
gregory_peck,Gregory Peck
eddie_albert,Eddie Albert
vincente_minnelli,Vincente Minnelli
judy_garland,Judy Garland
margaret_o_brien,Margaret O'Brien
mary_astor,Mary Astor
robert_v_barron,Robert V. Barron
alice_smith,Alice Smith
kris_noel_pearson,Kris Noel Pearson
kimberly_crystal,Kimberly Crystal
xavier_garcia,Xavier Garcia
victor_fleming,Victor Fleming
vivien_leigh,Vivien Leigh
thomas_mitchell,Thomas Mitchell
peter_o_toole,Peter O'Toole
mark_linn_baker,Mark Linn-Baker
jessica_harper,Jessica Harper
orson_welles,Orson Welles
dorothy_comingore,Dorothy Comingore
keir_dullea,Keir Dullea
gary_lockwood,Gary Lockwood
william_sylvester,William Sylvester
joseph_l_mankiewicz,Joseph L. Mankiewicz
bette_davis,Bette Davis
anne_baxter,Anne Baxter
george_sanders,George Sanders
thierry_michel,Thierry Michel
martin_spinhayer,Martin Spinhayer
denis_mukwege_mukengere,Denis Mukwege Mukengere
hillary_clinton,Hillary Clinton
laurence_olivier,Laurence Olivier
joan_fontaine,Joan Fontaine
joel_mccrea,Joel McCrea
laraine_day,Laraine Day
herbert_marshall,Herbert Marshall
claude_rains,Claude Rains
michael_chekhov,Michael Chekhov
jessie_royce_landis,Jessie Royce Landis
ernst_lubitsch,Ernst Lubitsch
greta_garbo,Greta Garbo
melvyn_douglas,Melvyn Douglas
ina_claire,Ina Claire
maurice_chevalier,Maurice Chevalier
vincente_minnelli_charles_walters,"Vincente Minnelli, Charles Walters"
leslie_caron,Leslie Caron
louis_jourdan,Louis Jourdan
otto_preminger_rouben_mamoulian,"Otto Preminger, Rouben Mamoulian"
gene_tierney,Gene Tierney
dana_andrews,Dana Andrews
clifton_webb,Clifton Webb
ronald_colman,Ronald Colman
jane_wyatt,Jane Wyatt
edward_everett_horton,Edward Everett Horton
mark_sandrich,Mark Sandrich
ginger_rogers,Ginger Rogers
carole_lombard,Carole Lombard
jack_benny,Jack Benny
robert_stack,Robert Stack
gregory_la_cava,Gregory La Cava
william_powell,William Powell
alice_brady,Alice Brady
george_stevens,George Stevens
elizabeth_taylor,Elizabeth Taylor
rock_hudson,Rock Hudson
james_dean,James Dean
elia_kazan,Elia Kazan
raymond_massey,Raymond Massey
julie_harris,Julie Harris
howard_hawks,Howard Hawks
rosalind_russell,Rosalind Russell
ralph_bellamy,Ralph Bellamy
frank_coraci,Frank Coraci
jackie_chan,Jackie Chan
steve_coogan,Steve Coogan
donna_reed,Donna Reed
lionel_barrymore,Lionel Barrymore
jean_arthur,Jean Arthur
katharine_hepburn,Katharine Hepburn
charles_ruggles,Charles Ruggles
beulah_bondi,Beulah Bondi
john_cromwell,John Cromwell
leslie_howard,Leslie Howard
frances_dee,Frances Dee
jack_gold,Jack Gold
ricky_schroder,Ricky Schroder
alec_guinness,Alec Guinness
eric_porter,Eric Porter
george_a_romero,George A. Romero
duane_jones,Duane Jones
judith_o_dea,Judith O'Dea
karl_hardman,Karl Hardman
john_huston,John Huston
jennifer_jones,Jennifer Jones
gina_lollobrigida,Gina Lollobrigida
richard_brooks,Richard Brooks
burl_ives,Burl Ives
barbara_stanwyck,Barbara Stanwyck
edward_arnold,Edward Arnold
urszula_antoniak,Urszula Antoniak
lotte_verbeek,Lotte Verbeek
stephen_rea,Stephen Rea
tom_charlfa,Tom Charlfa
thokozani_nkosi,Thokozani Nkosi
joshua_logan,Joshua Logan
betty_field,Betty Field
carroll_ballard,Carroll Ballard
jeff_daniels,Jeff Daniels
anna_paquin,Anna Paquin
mike_cahill,Mike Cahill
nesta_cooper,Nesta Cooper
allison_anders,Allison Anders
illeana_douglas,Illeana Douglas
sissy_boyd,Sissy Boyd
ringo_lam,Ringo Lam
jean_hugues_anglade,Jean-Hugues Anglade
neil_jordan,Neil Jordan
jeffrey_force,Jeffrey Force
campbell_scott_stanley_tucci,"Campbell Scott, Stanley Tucci"
tony_shalhoub,Tony Shalhoub
stanley_tucci,Stanley Tucci
marc_anthony,Marc Anthony
bruce_dern,Bruce Dern
william_sanderson,William Sanderson
queen_latifah,Queen Latifah
vivica_a_fox,Vivica A. Fox
john_herzfeld,John Herzfeld
teri_hatcher,Teri Hatcher
danny_aiello,Danny Aiello
robert_lieberman,Robert Lieberman
jeffrey_nordling,Jeffrey Nordling
david_selby,David Selby
matt_orefice,Matt Orefice
briana_bui,Briana Bui
travis_doane,Travis Doane
susan_echols_orton,Susan Echols-Orton
norman_foster,Norman Foster
fess_parker,Fess Parker
buddy_ebsen,Buddy Ebsen
basil_ruysdael,Basil Ruysdael
john_hough,John Hough
ray_milland,Ray Milland
donald_pleasence,Donald Pleasence
robert_stevenson,Robert Stevenson
helen_hayes,Helen Hayes
ken_berry,Ken Berry
stefanie_powers,Stefanie Powers
dorothy_mcguire,Dorothy McGuire
tommy_kirk,Tommy Kirk
david_swift,David Swift
jane_wyman,Jane Wyman
hayley_mills,Hayley Mills
richard_egan,Richard Egan
duwayne_dunham,Duwayne Dunham
don_ameche,Don Ameche
ken_annakin,Ken Annakin
john_mills,John Mills
james_macarthur,James MacArthur
dean_jones,Dean Jones
dorothy_provine,Dorothy Provine
richard_fleischer,Richard Fleischer
kirk_douglas,Kirk Douglas
paul_lukas,Paul Lukas
doug_e_doug,Doug E. Doug
william_dear,William Dear
brenda_fricker,Brenda Fricker
tony_danza,Tony Danza
lily_james,Lily James
cate_blanchett,Cate Blanchett
richard_madden,Richard Madden
wolfgang_reitherman_ben_sharpsteen,"Wolfgang Reitherman, Ben Sharpsteen"
sebastian_cabot,Sebastian Cabot
sterling_holloway,Sterling Holloway
