mlId,gid
1446,comedy
1446,drama
1447,crime
1449,comedy
1453,comedy
1453,romance
1454,comedy
1454,drama
1456,comedy
1457,comedy
1457,drama
1457,romance
1458,drama
1458,fantasy
1458,romance
1459,mystery
1459,thriller
1460,children
1460,comedy
1460,mystery
1461,comedy
1464,crime
1464,drama
1464,fantasy
1464,film_noir
1464,mystery
1464,romance
1465,action
1465,drama
1466,crime
1466,drama
1468,comedy
1468,romance
1473,action
1473,comedy
1473,crime
1473,drama
1474,children
1474,comedy
1475,romance
1476,comedy
1476,drama
1477,romance
1479,action
1479,romance
1479,sci_fi
1479,thriller
1480,drama
1480,thriller
1483,drama
1483,thriller
1484,comedy
1484,drama
1484,mystery
1484,romance
1485,comedy
1487,drama
1487,musical
1488,action
1488,drama
1488,thriller
1489,animation
1489,children
1489,musical
1490,comedy
1493,romance
1495,action
1495,adventure
1495,children
1496,drama
1496,romance
1497,action
1498,drama
1498,romance
1499,action
1499,adventure
1499,thriller
1500,comedy
1500,crime
1500,romance
1502,drama
1502,romance
1503,comedy
1507,drama
1507,war
1513,comedy
1514,romance
1515,action
1515,drama
1515,thriller
1516,comedy
1517,action
1517,adventure
1517,comedy
1518,action
1518,thriller
1519,drama
1526,comedy
1527,action
1527,adventure
1527,comedy
1527,sci_fi
1529,comedy
1529,drama
1533,drama
1537,comedy
1537,drama
1537,romance
1541,comedy
1541,romance
1542,comedy
1542,drama
1542,romance
1544,action
1544,adventure
1544,sci_fi
1544,thriller
1545,drama
1546,comedy
1547,children
1547,drama
1549,drama
1549,romance
1550,comedy
1550,romance
1551,adventure
1551,children
1551,drama
1552,action
1552,adventure
1552,thriller
1554,drama
1554,romance
1556,action
1556,romance
1556,thriller
1562,action
1562,adventure
1562,fantasy
1562,thriller
1564,comedy
1564,drama
1564,romance
1565,comedy
1565,thriller
1566,adventure
1566,animation
1566,children
1566,comedy
1566,musical
1569,comedy
1569,romance
1571,comedy
1571,romance
1572,drama
1573,action
1573,crime
1573,drama
1573,thriller
1574,romance
1580,action
1580,comedy
1580,sci_fi
1581,comedy
1582,adventure
1582,children
1583,children
1583,fantasy
1584,drama
1584,sci_fi
1585,comedy
1586,action
1586,drama
1587,action
1587,adventure
1587,fantasy
1588,children
1588,comedy
1589,action
1589,crime
1589,drama
1589,thriller
1590,horror
1590,sci_fi
1590,thriller
1591,action
1591,adventure
1591,sci_fi
1591,thriller
1592,children
1592,comedy
1593,comedy
1593,romance
1594,comedy
1594,drama
1596,drama
1597,drama
1597,mystery
1597,romance
1597,thriller
1598,crime
1598,drama
1598,thriller
1599,action
1600,drama
1600,romance
1601,crime
1601,drama
1601,film_noir
1602,comedy
1603,horror
1603,sci_fi
1603,thriller
1604,action
1604,comedy
1605,adventure
1605,romance
1606,action
1606,adventure
1608,action
1608,thriller
1609,drama
1609,thriller
1610,action
1610,adventure
1610,thriller
1611,drama
1611,romance
1612,comedy
1613,drama
1614,comedy
1615,adventure
1615,drama
1616,action
1616,thriller
1616,war
1617,crime
1617,film_noir
1617,mystery
1617,thriller
1619,adventure
1619,drama
1619,war
1620,crime
1620,drama
1620,mystery
1620,thriller
1621,drama
1623,horror
1624,drama
1625,drama
1625,mystery
1625,thriller
1626,action
1626,drama
1626,thriller
1627,crime
1627,drama
1627,mystery
1629,comedy
1629,romance
1631,action
1631,thriller
1633,drama
1635,drama
1639,comedy
1639,drama
1639,romance
1641,comedy
1641,drama
1642,comedy
1642,drama
1643,drama
1643,romance
1644,horror
1644,mystery
1644,thriller
1645,drama
1645,mystery
1645,thriller
1646,children
1646,comedy
1646,romance
1646,sci_fi
1647,crime
1647,drama
1647,thriller
1648,comedy
1648,drama
1649,documentary
1650,drama
1652,documentary
1653,drama
1653,sci_fi
1653,thriller
1654,children
1654,drama
1654,fantasy
1655,drama
1655,horror
1655,thriller
1656,drama
1656,romance
1658,romance
1658,thriller
1659,drama
1660,drama
1661,crime
1661,mystery
1661,thriller
1662,crime
1663,comedy
1663,war
1665,comedy
1667,action
1667,drama
1670,drama
1670,war
1671,crime
1671,drama
1671,thriller
1672,drama
1673,drama
1674,drama
1674,romance
1674,thriller
1675,crime
1675,thriller
1676,action
1676,sci_fi
1677,comedy
1677,drama
1678,drama
1678,romance
1679,comedy
1680,drama
1680,romance
1681,action
1681,adventure
1681,fantasy
1682,comedy
1682,drama
1682,sci_fi
1683,drama
1683,romance
1684,drama
1684,romance
1685,drama
1685,romance
1686,crime
1686,thriller
1687,action
1687,thriller
1688,adventure
1688,animation
1688,children
1688,drama
1688,musical
1689,comedy
1689,crime
1689,thriller
1690,action
1690,horror
1690,sci_fi
1693,drama
1693,mystery
1694,drama
1695,drama
1696,drama
1696,war
1699,comedy
1699,drama
1701,comedy
1701,drama
1702,children
1702,comedy
1702,fantasy
1703,comedy
1704,drama
1704,romance
1707,children
1707,comedy
1711,crime
1711,drama
1711,mystery
1713,children
1713,comedy
1717,comedy
1717,horror
1717,mystery
1717,thriller
1718,thriller
1719,drama
1721,drama
1721,romance
1722,action
1722,adventure
1722,thriller
1726,action
1726,adventure
1726,drama
1726,sci_fi
1727,drama
1727,romance
1729,crime
1729,drama
1729,thriller
1730,drama
1731,comedy
1732,comedy
1732,crime
1733,drama
1733,romance
1734,comedy
1734,drama
1735,drama
1735,romance
1739,action
1739,children
1739,comedy
1746,comedy
1747,comedy
1748,adventure
1748,film_noir
1748,sci_fi
1748,thriller
1752,action
1752,crime
1752,thriller
1753,comedy
1754,crime
1754,drama
1754,fantasy
1754,thriller
1755,comedy
1755,romance
1757,drama
1757,romance
1759,drama
1760,comedy
1762,action
1762,horror
1762,sci_fi
1767,drama
1767,romance
1769,action
1769,crime
1769,thriller
1770,crime
1770,romance
1770,thriller
1771,horror
1772,action
1772,comedy
1772,musical
1777,comedy
1777,romance
1779,sci_fi
1779,thriller
1783,crime
1783,drama
1783,mystery
1783,romance
1783,thriller
1784,comedy
1784,drama
1784,romance
1785,crime
1785,thriller
1791,crime
1791,drama
1791,thriller
1792,action
1792,crime
1792,thriller
1793,comedy
1794,comedy
1794,drama
1797,documentary
1797,imax
1798,thriller
1799,comedy
1799,crime
1799,drama
1799,mystery
1799,thriller
1801,action
1801,adventure
1801,drama
1804,crime
1804,drama
1805,crime
1805,drama
1805,mystery
1805,thriller
1806,adventure
1806,children
1806,comedy
1807,drama
1809,crime
1809,drama
1810,comedy
1810,drama
1812,children
1812,comedy
1812,drama
1816,comedy
1816,drama
1821,comedy
1821,romance
1824,comedy
1824,thriller
1825,comedy
1825,drama
1826,adventure
1826,children
1827,comedy
1827,documentary
1829,drama
1829,romance
1831,action
1831,adventure
1831,sci_fi
1833,action
1833,drama
1833,thriller
1834,crime
1834,drama
1834,mystery
1834,thriller
1835,drama
1835,fantasy
1835,romance
1836,comedy
1836,drama
1837,comedy
1839,comedy
1840,drama
1841,drama
1841,thriller
1844,drama
1844,romance
1845,comedy
1845,mystery
1845,thriller
1848,adventure
1848,children
1848,comedy
1848,fantasy
1855,comedy
1856,documentary
1857,comedy
1858,action
1858,comedy
1859,drama
1860,drama
1862,horror
1862,sci_fi
1863,comedy
1866,action
1866,comedy
1866,crime
1867,action
1867,adventure
1870,comedy
1870,drama
1873,crime
1873,drama
1873,romance
1873,war
1875,comedy
1876,drama
1876,sci_fi
1876,thriller
1881,adventure
1881,animation
1881,children
1881,fantasy
1881,musical
1882,action
1882,sci_fi
1882,thriller
1883,comedy
1883,drama
1883,romance
1884,adventure
1884,comedy
1884,drama
1885,comedy
1885,drama
1885,romance
1887,adventure
1887,comedy
1887,western
1888,comedy
1888,drama
1888,romance
1889,drama
1889,mystery
1889,thriller
1891,horror
1891,thriller
1892,thriller
1893,drama
1894,adventure
1894,comedy
1894,romance
1895,comedy
1895,drama
1895,romance
1897,drama
1897,romance
1900,comedy
1900,drama
1902,drama
1902,romance
1904,comedy
1904,drama
1906,comedy
1906,romance
1907,adventure
1907,animation
1907,children
1907,comedy
1907,drama
1907,musical
1907,romance
1909,action
1909,crime
1909,mystery
1909,sci_fi
1909,thriller
1910,comedy
1910,crime
1910,drama
1911,comedy
1912,comedy
1912,crime
1912,drama
1912,romance
1912,thriller
1913,drama
1913,mystery
1914,comedy
1914,drama
1916,drama
1916,romance
1917,action
1917,romance
1917,sci_fi
1917,thriller
1918,action
1918,comedy
1918,crime
1918,thriller
1919,children
1919,comedy
1920,animation
1920,children
1920,fantasy
1920,war
1921,drama
1921,sci_fi
1921,thriller
1922,drama
1923,comedy
1923,romance
1924,horror
1924,sci_fi
1926,musical
1927,action
1927,drama
1927,war
1928,drama
1928,western
1929,drama
1929,romance
1931,adventure
1931,drama
1932,drama
1932,musical
1933,drama
1934,comedy
1934,romance
1936,drama
1936,war
1937,comedy
1937,drama
1937,musical
1938,drama
1939,drama
1939,war
1940,drama
1941,drama
1942,drama
1944,drama
1944,romance
1944,war
1945,crime
1945,drama
1946,drama
1946,romance
1947,drama
1947,musical
1947,romance
1948,adventure
1948,comedy
1948,romance
1949,drama
1950,drama
1950,mystery
1951,drama
1951,musical
1952,drama
1953,action
1953,crime
1953,thriller
1954,drama
1955,drama
1956,drama
1957,drama
1958,comedy
1958,drama
1959,drama
1959,romance
1960,drama
1961,drama
1962,drama
1963,comedy
1963,crime
1964,drama
1964,mystery
1965,comedy
1965,sci_fi
1966,comedy
1967,adventure
1967,fantasy
1967,musical
1968,comedy
1968,drama
1969,horror
1970,horror
1970,thriller
1971,horror
1971,thriller
1972,horror
1973,horror
1974,horror
1974,mystery
1974,thriller
1975,horror
1976,horror
1977,horror
1978,horror
1979,horror
1980,horror
1981,horror
1982,horror
1983,horror
1984,horror
1985,horror
1986,horror
1987,horror
1990,horror
1991,horror
1991,thriller
1992,horror
1992,thriller
1993,comedy
1993,horror
1993,thriller
1994,horror
1994,thriller
1995,horror
1995,thriller
1996,horror
1996,thriller
1997,horror
1997,mystery
1998,horror
1999,horror
2000,action
2000,comedy
2000,crime
2000,drama
2001,action
2001,comedy
2001,crime
2001,drama
2002,action
2002,comedy
2002,crime
2002,drama
2003,comedy
2003,horror
2004,comedy
2004,horror
2005,action
2005,adventure
2005,children
2005,comedy
2005,fantasy
2006,action
2006,comedy
2006,romance
2007,comedy
2008,crime
2008,drama
2008,film_noir
2009,drama
2009,mystery
2009,sci_fi
2009,thriller
2010,drama
2010,sci_fi
2011,adventure
2011,comedy
2011,sci_fi
2012,adventure
2012,comedy
2012,sci_fi
2012,western
2013,action
2013,adventure
2013,drama
2014,children
2014,comedy
2014,fantasy
2015,children
2015,comedy
2015,fantasy
2016,children
2016,comedy
2016,western
2017,children
2017,fantasy
2017,musical
2018,animation
2018,children
2018,drama
2019,action
2019,adventure
2019,drama
2020,drama
2020,romance
2021,adventure
2021,sci_fi
2022,drama
2023,crime
2023,drama
2023,mystery
2023,thriller
2024,drama
2024,mystery
2025,drama
2025,romance
2026,horror
2026,thriller
2027,comedy
2027,crime
2028,action
2028,drama
2028,war
2032,children
2032,comedy
2033,adventure
2033,animation
2033,children
2033,fantasy
2034,children
2034,sci_fi
2035,children
2035,comedy
2036,children
2036,comedy
2037,adventure
2037,children
2037,comedy
2038,children
2038,comedy
2038,sci_fi
2040,children
2040,comedy
2041,action
2041,adventure
2041,children
2041,comedy
2042,children
2042,comedy
2043,adventure
2043,children
2043,fantasy
2044,comedy
2044,fantasy
2046,adventure
2046,children
2046,sci_fi
2048,action
2048,animation
2048,children
2048,crime
2050,adventure
2050,children
2050,comedy
2051,adventure
2051,children
2051,comedy
2052,children
2052,comedy
2052,fantasy
2052,horror
2053,children
2053,comedy
2053,sci_fi
2054,adventure
2054,children
2054,comedy
2054,fantasy
2054,sci_fi
2055,action
2055,comedy
2055,western
2056,adventure
2056,children
2057,adventure
2057,children
2058,action
2058,crime
2058,drama
2058,mystery
2058,thriller
2059,children
2059,comedy
2059,romance
2060,comedy
2064,documentary
2065,comedy
2065,drama
2065,fantasy
2065,romance
2066,film_noir
2067,drama
2067,romance
2067,war
2068,drama
2068,fantasy
2068,mystery
2069,drama
2070,drama
2070,romance
2070,western
2071,drama
2072,comedy
2073,comedy
2074,crime
2074,drama
2074,romance
2075,drama
2075,war
2076,drama
2076,mystery
2076,thriller
2077,adventure
2077,children
2078,animation
2078,children
2078,comedy
2078,musical
2080,animation
2080,children
2080,comedy
2080,romance
2081,animation
2081,children
2081,comedy
2081,musical
2081,romance
2082,children
2082,comedy
2083,children
2083,comedy
2083,musical
2084,children
2084,musical
2085,adventure
2085,animation
2085,children
2087,animation
2087,children
2087,fantasy
2087,musical
2088,adventure
2088,comedy
2088,musical
2089,adventure
2089,animation
2089,children
2090,adventure
2090,animation
2090,children
2090,crime
2090,drama
2091,children
2091,sci_fi
2092,adventure
2092,animation
2092,children
2092,fantasy
2092,musical
2092,romance
2093,adventure
2093,children
2093,fantasy
2094,action
2094,adventure
2094,sci_fi
2095,children
2095,comedy
2096,animation
2096,children
2096,musical
2097,children
2097,drama
2097,fantasy
2097,mystery
2097,thriller
2098,children
2098,comedy
2099,adventure
2099,animation
2099,children
2099,musical
2100,comedy
2100,fantasy
2100,romance
2102,animation
2102,children
2102,comedy
2102,musical
2103,adventure
2103,children
2103,fantasy
2103,western
2104,drama
2105,action
2105,adventure
2105,sci_fi
2106,drama
2106,war
2107,horror
2107,thriller
2108,comedy
2108,romance
2109,comedy
2110,comedy
2110,crime
2110,thriller
2111,comedy
2112,crime
2112,drama
2114,drama
2115,action
2115,adventure
2115,fantasy
2116,adventure
2116,animation
2116,children
2116,fantasy
2117,drama
2117,sci_fi
2118,thriller
2119,horror
2120,drama
2120,horror
2121,horror
2121,thriller
2122,horror
2122,thriller
2123,animation
2123,children
2123,comedy
2123,drama
2123,fantasy
2124,children
2124,comedy
2124,fantasy
2125,comedy
2125,drama
2125,romance
2126,action
2126,crime
2126,mystery
2126,thriller
2130,crime
2130,drama
2130,romance
2131,drama
2132,drama
2133,adventure
2133,comedy
2134,comedy
2134,fantasy
2134,sci_fi
2135,adventure
2135,children
2135,musical
2136,comedy
2136,sci_fi
2137,animation
2137,children
2138,adventure
2138,animation
2138,children
2138,drama
2138,fantasy
2139,adventure
2139,animation
2139,children
2139,drama
2140,adventure
2140,fantasy
2141,adventure
2141,animation
2141,children
2141,comedy
2142,adventure
2142,animation
2142,children
2142,musical
2142,western
2143,adventure
2143,fantasy
2143,romance
2144,comedy
2144,romance
2145,comedy
2145,drama
2145,romance
2146,drama
2146,romance
2147,adventure
2147,drama
2147,fantasy
2148,comedy
2148,fantasy
2148,horror
2149,comedy
2149,fantasy
2149,horror
2150,adventure
2150,comedy
2151,comedy
2152,children
2152,comedy
2153,action
2153,adventure
2154,drama
2154,romance
2155,comedy
2155,drama
2156,comedy
2156,drama
2156,romance
2159,crime
2159,horror
2159,thriller
2160,drama
2160,horror
2160,thriller
2161,adventure
2161,children
2161,fantasy
2162,adventure
2162,children
2162,fantasy
2163,comedy
2163,horror
2164,action
2164,comedy
2164,drama
2164,horror
2165,comedy
2165,drama
2166,crime
2166,drama
2166,romance
2166,thriller
2167,action
2167,horror
2167,thriller
2169,comedy
2170,action
2170,comedy
2171,comedy
2171,drama
2171,romance
2172,comedy
2172,drama
2174,comedy
2174,fantasy
2175,drama
2175,romance
2176,crime
2176,drama
2176,thriller
2177,comedy
2177,thriller
2178,thriller
2179,thriller
2180,thriller
2181,drama
2181,mystery
2181,romance
2181,thriller
2182,drama
2182,film_noir
2182,thriller
2183,adventure
2183,drama
2183,mystery
2183,thriller
2184,comedy
2184,mystery
2185,thriller
2186,crime
2186,drama
2186,film_noir
2186,thriller
2187,mystery
2187,romance
2187,thriller
2188,drama
2190,drama
2193,action
2193,adventure
2193,fantasy
2194,action
2194,crime
2194,drama
2195,comedy
2196,action
2201,drama
2202,drama
2202,war
2203,crime
2203,drama
2203,thriller
2204,mystery
2204,thriller
2205,comedy
2205,romance
2206,film_noir
2206,mystery
2206,thriller
2207,drama
2208,drama
2208,mystery
2208,thriller
2210,thriller
2211,thriller
2212,drama
2212,thriller
2226,drama
2227,crime
2227,drama
2227,thriller
2231,drama
2232,horror
2232,mystery
2232,sci_fi
2232,thriller
2236,drama
2239,comedy
2239,drama
2240,drama
2241,comedy
2243,comedy
2243,drama
2243,romance
2244,comedy
2244,romance
2245,comedy
2245,drama
2245,romance
2247,comedy
2248,comedy
2248,drama
2248,romance
2249,comedy
2252,comedy
2252,drama
2253,comedy
2253,fantasy
2255,comedy
2256,horror
2256,sci_fi
2257,comedy
2257,romance
2259,comedy
2259,romance
2260,crime
2260,drama
2261,comedy
2262,comedy
2262,drama
2262,romance
2263,drama
2263,fantasy
2263,thriller
2264,comedy
2264,crime
2265,adventure
2265,comedy
2266,comedy
2266,romance
2267,mystery
2267,thriller
2268,crime
2268,drama
2268,thriller
2269,drama
2269,romance
2271,drama
2272,drama
2273,action
2273,comedy
2273,crime
2273,thriller
2275,action
2275,adventure
2275,sci_fi
2278,action
2278,crime
2278,thriller
2279,horror
2279,thriller
2280,crime
2281,action
2281,crime
2281,drama
2282,comedy
2282,drama
2283,drama
2286,comedy
2287,horror
2287,sci_fi
2287,thriller
2288,action
2288,horror
2288,sci_fi
2288,thriller
2289,comedy
2289,crime
2289,drama
2290,comedy
2290,drama
2291,drama
2291,fantasy
2291,romance
2292,comedy
2292,romance
2294,adventure
2294,animation
2294,children
2294,comedy
2294,fantasy
2295,comedy
2296,comedy
2297,adventure
2297,drama
2297,fantasy
2297,romance
2298,thriller
2300,comedy
2301,comedy
2301,musical
2302,comedy
2303,drama
2303,musical
2304,drama
2306,comedy
2307,action
2307,crime
2310,drama
2311,sci_fi
2312,drama
2313,drama
2314,drama
2315,comedy
2315,horror
2315,thriller
2316,drama
2316,fantasy
2316,mystery
2316,romance
2318,comedy
2318,drama
2320,drama
2320,thriller
2321,comedy
2321,drama
2321,fantasy
2322,action
2322,sci_fi
2322,war
2323,documentary
2324,comedy
2324,drama
2324,romance
2324,war
2325,comedy
2327,fantasy
2327,horror
2327,thriller
2328,horror
2328,western
2329,crime
2329,drama
2330,comedy
2330,documentary
2331,comedy
2331,drama
2331,romance
2332,crime
2332,drama
2333,drama
2334,action
2334,thriller
2335,comedy
2336,drama
2337,drama
2338,horror
2338,mystery
2338,thriller
2339,comedy
2339,romance
2340,romance
2342,comedy
2342,drama
2344,action
2344,adventure
2344,drama
2344,thriller
2346,mystery
2346,sci_fi
2346,thriller
2347,drama
2348,drama
2349,comedy
2349,thriller
2350,comedy
2351,drama
2352,comedy
2352,drama
2353,action
2353,thriller
2354,animation
2354,children
2354,comedy
2355,adventure
2355,animation
2355,children
2355,comedy
2356,comedy
2357,drama
2358,drama
2358,war
2359,comedy
2360,drama
2361,comedy
2362,drama
2363,drama
2363,horror
2363,sci_fi
2364,action
2364,horror
2364,sci_fi
2364,thriller
2365,action
2365,sci_fi
2366,action
2366,adventure
2366,fantasy
2366,horror
2367,adventure
2367,fantasy
2367,romance
2367,sci_fi
2367,thriller
2368,adventure
2368,sci_fi
2369,comedy
2369,drama
2369,romance
2370,action
2370,adventure
2370,drama
2371,comedy
2371,crime
2371,mystery
2372,comedy
2373,action
2373,adventure
2373,fantasy
2374,comedy
2374,drama
2375,comedy
2376,action
2376,adventure
2376,thriller
2377,horror
2377,sci_fi
2378,comedy
2378,crime
2379,comedy
2379,crime
2380,comedy
2380,crime
2381,comedy
2381,crime
2382,comedy
2382,crime
2383,comedy
2383,crime
2384,adventure
2384,children
2384,drama
2385,comedy
2385,romance
2387,comedy
2387,crime
2388,drama
2388,romance
2389,crime
2389,horror
2389,thriller
2390,comedy
2391,crime
2391,drama
2391,thriller
2392,children
2392,comedy
2392,drama
2393,action
2393,drama
2393,romance
2393,sci_fi
2394,animation
2394,musical
2395,comedy
2395,drama
2396,comedy
2396,drama
2396,romance
2398,comedy
2398,drama
2399,adventure
2399,children
2399,fantasy
2400,children
2400,drama
2400,fantasy
2401,western
2402,action
2402,adventure
2402,thriller
2403,action
2403,adventure
2403,drama
2403,thriller
2404,action
2404,adventure
2404,thriller
2404,war
2405,action
2405,adventure
2405,comedy
2405,romance
2406,action
2406,adventure
2406,comedy
2406,romance
2407,comedy
2407,sci_fi
2408,comedy
2408,sci_fi
2409,action
2409,drama
2410,action
2410,drama
2411,action
2411,drama
2412,action
2412,drama
2413,comedy
2413,crime
2413,mystery
2413,thriller
2414,action
2414,adventure
2414,children
2414,fantasy
2414,mystery
2414,thriller
2415,drama
2415,romance
2416,comedy
2417,comedy
2417,drama
2418,comedy
2419,drama
2419,thriller
2420,drama
2421,action
2421,adventure
2421,drama
2422,action
2422,adventure
2422,children
2422,drama
2423,comedy
2424,comedy
2424,romance
2425,crime
2427,action
2427,drama
2427,war
2428,horror
2428,sci_fi
2429,action
2429,adventure
2429,drama
2429,fantasy
2429,thriller
2430,adventure
2430,children
2430,drama
2431,comedy
2431,drama
2432,drama
2433,drama
2435,drama
2436,comedy
2436,drama
2436,war
2439,drama
2442,drama
2443,drama
2443,romance
2445,drama
2446,horror
2446,thriller
2447,comedy
2447,drama
2448,horror
2448,sci_fi
2450,adventure
2450,comedy
2450,sci_fi
2451,horror
2453,drama
2453,fantasy
2454,horror
2454,mystery
2454,sci_fi
2455,drama
2455,horror
2455,sci_fi
2455,thriller
2456,horror
2456,sci_fi
2457,action
2457,comedy
2458,comedy
2458,crime
2459,horror
2460,horror
2462,horror
2463,comedy
2465,horror
2467,crime
2467,drama
2467,mystery
2467,thriller
2468,action
2468,comedy
2468,romance
2468,thriller
2469,comedy
2469,drama
2470,adventure
2470,comedy
2471,action
2471,adventure
2471,comedy
2472,comedy
2473,comedy
2474,drama
2475,action
2475,mystery
2475,thriller
2476,action
2476,war
2477,adventure
2478,comedy
2478,western
2481,drama
2481,romance
2482,comedy
2482,romance
2483,adventure
2483,comedy
2483,thriller
2485,comedy
2485,romance
2488,drama
2488,horror
2488,thriller
2490,action
2490,thriller
2491,comedy
2491,romance
2492,comedy
2492,romance
2493,drama
2494,documentary
2495,animation
2495,sci_fi
2496,comedy
2496,romance
2497,romance
2498,comedy
2498,sci_fi
2500,comedy
2501,drama
2502,comedy
2502,crime
2503,drama
2504,comedy
2504,drama
2505,drama
2505,mystery
2505,thriller
2506,comedy
2506,drama
2506,romance
2511,crime
2511,film_noir
2512,drama
2513,horror
2514,comedy
2514,horror
2515,horror
2516,horror
2517,horror
2518,comedy
2520,drama
2521,action
2521,drama
2521,thriller
2522,drama
2523,drama
2523,thriller
2524,action
2524,adventure
2524,drama
2524,thriller
2525,action
2525,horror
2525,sci_fi
2526,sci_fi
2527,action
2527,sci_fi
2527,thriller
2527,western
2528,action
2528,adventure
2528,sci_fi
2529,action
2529,drama
2529,sci_fi
2530,action
2530,sci_fi
2531,action
2531,sci_fi
2532,action
2532,sci_fi
2533,action
2533,sci_fi
2534,action
2535,action
2535,drama
2535,thriller
2537,adventure
2538,documentary
2539,comedy
2540,action
2540,crime
2540,drama
2540,thriller
2541,drama
2542,comedy
2542,crime
2542,thriller
2544,drama
2544,romance
2546,drama
2548,horror
2549,action
2549,sci_fi
2550,horror
2550,thriller
2551,drama
2551,horror
2551,thriller
2552,comedy
2553,horror
2553,sci_fi
2553,thriller
2554,horror
2554,sci_fi
2554,thriller
2555,comedy
2557,drama
2557,thriller
2558,comedy
2558,romance
2559,animation
2559,children
2560,horror
2560,thriller
2561,crime
2561,thriller
2563,drama
2565,drama
2565,musical
2565,romance
2566,animation
2566,children
2567,comedy
2568,action
2568,crime
2570,drama
2570,romance
2571,action
2571,sci_fi
2571,thriller
2572,comedy
2572,romance
2573,drama
2573,musical
2574,comedy
2575,drama
2577,comedy
2577,drama
2579,crime
2579,mystery
2579,thriller
2580,comedy
2580,crime
2581,comedy
2581,romance
2582,action
2582,comedy
2583,comedy
2583,drama
2585,drama
2585,romance
2586,comedy
2586,crime
2586,thriller
2587,comedy
2587,crime
2587,drama
2589,comedy
2589,drama
2589,romance
2590,drama
2593,comedy
2594,drama
2594,romance
2594,sci_fi
2594,thriller
2596,comedy
2596,drama
2597,comedy
2597,romance
2598,comedy
2599,comedy
2600,action
2600,sci_fi
2600,thriller
2605,crime
2605,thriller
2606,comedy
2606,horror
2607,drama
2607,romance
2609,drama
2611,drama
2612,drama
2612,film_noir
2613,comedy
2613,horror
2613,sci_fi
2614,action
2614,horror
2614,sci_fi
2615,adventure
2615,sci_fi
2616,action
2616,crime
2617,action
2617,adventure
2617,comedy
2617,fantasy
2617,horror
2617,thriller
2618,comedy
2620,drama
2620,romance
2622,comedy
2622,fantasy
2623,comedy
2624,drama
2624,fantasy
2625,action
2625,adventure
2625,crime
2625,sci_fi
2625,thriller
2628,action
2628,adventure
2628,sci_fi
2629,comedy
2629,romance
2630,drama
2632,adventure
2632,drama
2632,mystery
2633,horror
2633,romance
2634,horror
2639,drama
2640,action
2640,adventure
2640,sci_fi
2641,action
2641,sci_fi
2642,action
2642,adventure
2642,sci_fi
2643,action
2643,adventure
2643,sci_fi
2644,horror
2648,drama
2648,horror
2648,sci_fi
2651,horror
2652,horror
2654,drama
2654,fantasy
2654,horror
2655,horror
2656,horror
2656,sci_fi
2657,comedy
2657,horror
2657,musical
2657,sci_fi
2659,comedy
2659,documentary
2660,horror
2660,sci_fi
2661,sci_fi
2662,action
2662,drama
2662,sci_fi
2664,horror
2664,sci_fi
2664,thriller
2665,sci_fi
2668,horror
2668,sci_fi
2669,war
2670,war
2671,comedy
2671,romance
2672,drama
2672,sci_fi
2672,thriller
2674,drama
2674,fantasy
2676,drama
2676,thriller
2677,documentary
2677,musical
2681,comedy
2681,romance
2681,sci_fi
2682,drama
2683,action
2683,adventure
2683,comedy
2686,drama
2686,mystery
2687,adventure
2687,animation
2687,children
2687,drama
2688,crime
2688,drama
2688,mystery
2688,thriller
2690,comedy
2690,romance
2691,drama
2692,action
2692,crime
2693,documentary
2694,comedy
2695,drama
2696,comedy
2697,comedy
2697,drama
2697,romance
2698,sci_fi
2699,comedy
2699,horror
2700,animation
2700,comedy
2700,musical
2701,action
2701,comedy
2701,sci_fi
2701,western
2702,drama
2706,comedy
2706,romance
2707,thriller
2708,romance
2709,children
2709,comedy
2710,drama
2710,horror
2710,thriller
2712,drama
2712,mystery
2712,thriller
2713,horror
2713,thriller
2716,action
2716,comedy
2716,sci_fi
2717,comedy
2717,fantasy
2717,sci_fi
2718,comedy
2719,horror
2719,thriller
2720,action
2720,adventure
2720,children
2720,comedy
2722,action
2722,horror
2722,sci_fi
2722,thriller
2723,action
2723,comedy
2723,fantasy
2724,comedy
2724,romance
2725,drama
2726,crime
2726,film_noir
2727,crime
2727,film_noir
2728,action
2728,drama
2728,romance
2728,war
2729,drama
2729,romance
2730,drama
2730,romance
2730,war
2731,crime
2731,drama
2732,drama
2732,romance
2733,adventure
2733,comedy
2733,romance
2734,adventure
2734,drama
2734,thriller
2735,action
2735,adventure
2735,comedy
2735,fantasy
2735,mystery
2736,comedy
2737,action
2737,drama
2737,thriller
2738,comedy
2738,drama
2739,drama
2740,horror
2740,sci_fi
2741,action
2741,crime
2741,thriller
2742,comedy
2742,drama
2743,drama
2744,drama
2745,drama
2746,comedy
2746,horror
2746,musical
2747,comedy
2747,horror
2748,action
2748,adventure
2748,comedy
2749,drama
2749,mystery
2750,comedy
2750,drama
2751,comedy
2751,drama
2752,comedy
2752,mystery
2754,horror
2757,drama
2759,comedy
2761,adventure
2761,animation
2761,children
2761,drama
2761,sci_fi
2762,drama
2762,horror
2762,mystery
2763,action
2763,mystery
2764,crime
2764,drama
2764,romance
2764,thriller
2765,comedy
2765,drama
2766,comedy
2766,drama
2769,crime
2769,drama
2770,comedy
2771,drama
2772,comedy
2774,comedy
2774,romance
2775,drama
2779,comedy
2782,horror
2784,horror
2786,comedy
2787,horror
